Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"H Shi, Y Zhou, VP Dennen, J Hur",From unsuccessful to successful learning: profiling behavior patterns and student clusters in Massive Open Online Courses,English,2024,Education and Pedagogy,Education and Information …,Springer,https://link.springer.com/article/10.1007/s10639-023-12010-1,"https://scholar.google.com/scholar?cites=15439864858950763942&as_sdt=805&sciodt=0,3&hl=en",12,2/8/2025 16:41,,10.1007/s10639-023-12010-1,,,,,,,4,4,1,4,1,The imbalance in student-teacher ratio and the diversity of student population pose challenges to MOOC's quality of instructor support. An understanding of student profiles …,,"https://scholar.google.com/scholar?q=related:pgXMCUlrRdYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,M Olli,Regions and communication in south-east Estonia and north Latvia in the 3rd and 4th centuries based on local ornaments,English,2019,Archaeology,Eesti Arheoloogia Ajakiri,ceeol.com,https://www.ceeol.com/search/article-detail?id=804124,"https://scholar.google.com/scholar?cites=6031231648668664836&as_sdt=805&sciodt=0,3&hl=en",79,2/9/2025 10:40,,,,,,,,,2,0.33,2,1,6,"Local ornaments of the 3rd and 4th century AD in south-east Estonia and north Latvia are inherent to the region and mostly found from there. In this paper, intraregional interaction …",https://www.academia.edu/download/69898753/arch-2019-2-75-102.pdf,"https://scholar.google.com/scholar?q=related:BET9yDo9s1MJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,M Olli,Regions and communication in south-east Estonia and north Latvia in the 3rd and 4th centuries based on local ornaments,English,2019,Archaeology,Eesti Arheoloogia Ajakiri,ceeol.com,https://www.ceeol.com/search/article-detail?id=804124,"https://scholar.google.com/scholar?cites=6031231648668664836&as_sdt=805&sciodt=0,3&hl=en",37,2/8/2025 12:57,,,,,,,,,2,0.33,2,1,6,"Local ornaments of the 3rd and 4th century AD in south-east Estonia and north Latvia are inherent to the region and mostly found from there. In this paper, intraregional interaction …",https://www.academia.edu/download/69898753/arch-2019-2-75-102.pdf,"https://scholar.google.com/scholar?q=related:BET9yDo9s1MJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,M Olli,Regions and communication in south-east Estonia and north Latvia in the 3rd and 4th centuries based on local ornaments,English,2019,Archaeology,Eesti Arheoloogia Ajakiri,ceeol.com,https://www.ceeol.com/search/article-detail?id=804124,"https://scholar.google.com/scholar?cites=6031231648668664836&as_sdt=805&sciodt=0,3&hl=en",11,2/8/2025 12:45,,,,,,,,,2,0.33,2,1,6,"Local ornaments of the 3rd and 4th century AD in south-east Estonia and north Latvia are inherent to the region and mostly found from there. In this paper, intraregional interaction …",https://www.academia.edu/download/69898753/arch-2019-2-75-102.pdf,"https://scholar.google.com/scholar?q=related:BET9yDo9s1MJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
30,MA Peeples,R script for calculating the Brainerd-Robinson Coefficient of similarity and assessing sampling error,English,2011,Archaeology,"Electronic document, http://www. mattpeeples. net/BR","html, accessed …",,"https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10925585306058326463,6642279021836351313",30,2/8/2025 12:42,,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8B39PWQAAAAJ&pagesize=100&citation_for_view=8B39PWQAAAAJ:nb7KW1ujOQ8C,,,,,30,2.14,30,1,14,,,
14,MA Peeples,Network science and statistical techniques for dealing with uncertainties in archaeological datasets,English,2017,Archaeology,Electronic document. Available at mattpeeples. net …,mattpeeples.net,https://www.mattpeeples.net/netstats.html,"https://scholar.google.com/scholar?cites=13929171739143110859&as_sdt=805&sciodt=0,3&hl=en",58,2/9/2025 10:40,HTML,,,,,,,,14,1.75,14,1,8,This markdown document provides code and detailed examples associated with the Computer Applications and Quantitative Methods in Archaeology Workshop hosted by Matt …,https://www.mattpeeples.net/netstats.html,"https://scholar.google.com/scholar?q=related:ywAJl-VbTsEJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
9,"G Mangialardi, A Corallo, M Esposito, ...",An integrated and networked approach for the cultural heritage lifecycle management,English,2016,Anthropology,ENCATC J. Cult …,encatc.org,http://www.encatc.org/media/1989-encatc_journal_vol6_issue1.pdf#page=80,"https://scholar.google.com/scholar?cites=17955097608191774472&as_sdt=805&sciodt=0,3&hl=en",45,2/8/2025 17:05,PDF,,,,,,,,9,1,2,4,9,"Cultural heritage is a complex and interconnected ecosystem requiring innovative methods and techniques to facilitate its management and valorization. From these assumptions, our …",http://www.encatc.org/media/1989-encatc_journal_vol6_issue1.pdf#page=80,"https://scholar.google.com/scholar?q=related:CI-8-yRSLfkJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
15,"SA Crabtree, L Borck",Social networks for archaeological research,English,2020,Archaeology,Encyclopedia of …,Springer International Publishing,,"https://scholar.google.com/scholar?cites=12604640257333459120&as_sdt=805&sciodt=0,3&hl=en",90,2/8/2025 17:05,CITATION,,,,,,,,15,3,8,2,5,,,"https://scholar.google.com/scholar?q=related:sPjyI4it7K4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
15,"SA Crabtree, L Borck",Social networks for archaeological research,English,2020,Archaeology,Encyclopedia of …,Springer International Publishing,,"https://scholar.google.com/scholar?cites=12604640257333459120&as_sdt=805&sciodt=0,3&hl=en",55,2/8/2025 16:41,CITATION,,,,,,,,15,3,8,2,5,,,"https://scholar.google.com/scholar?q=related:sPjyI4it7K4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
15,"SA Crabtree, L Borck",Social networks for archaeological research,English,2020,Archaeology,Encyclopedia of …,Springer International Publishing,,"https://scholar.google.com/scholar?cites=12604640257333459120&as_sdt=805&sciodt=0,3&hl=en",15,2/8/2025 12:45,CITATION,,,,,,,,15,3,8,2,5,,,"https://scholar.google.com/scholar?q=related:sPjyI4it7K4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
5,"FP McManamon, C Smith","Digital Archaeological Data: Ensuring Discovery, Access, Use, and Preservation",English,2018,Archaeology,Encyclopedia of Global Archaeology,researchgate.net,https://www.researchgate.net/profile/Francis-Mcmanamon/publication/383298709_Digital_Archaeological_Data_Ensuring_Discovery_Access_Use_and_Preservation/links/66f1e1f319c9496b1fb9adf5/Digital-Archaeological-Data-Ensuring-Discovery-Access-Use-and-Preservation.pdf,"https://scholar.google.com/scholar?cites=1654942122321859345&as_sdt=805&sciodt=0,3&hl=en",50,2/8/2025 16:41,PDF,,,,,,,,5,0.71,3,2,7,"Archaeology is awash with data. Since the late 1940s, archaeology and related cultural heritage disciplines have experienced rapid growth of data from a staggering rise in the …",https://www.researchgate.net/profile/Francis-Mcmanamon/publication/383298709_Digital_Archaeological_Data_Ensuring_Discovery_Access_Use_and_Preservation/links/66f1e1f319c9496b1fb9adf5/Digital-Archaeological-Data-Ensuring-Discovery-Access-Use-and-Preservation.pdf,"https://scholar.google.com/scholar?q=related:EVPTjBeJ9xYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,J Arneborg,Greenland: Approaches to Historical Norse Archaeology,English,2020,Archaeology,Encyclopedia of Global Archaeology,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-30018-0_1371.pdf,"https://scholar.google.com/scholar?cites=9842142379794781082&as_sdt=805&sciodt=0,3&hl=en",150,2/9/2025 10:40,,10.1007/978-3-030-30018-0_1371,,,,,,,2,0.4,2,1,5,"Garden hunting was originally proposed as an indigenous subsistence strategy associated with pre-Hispanic tropical agroforestry in western Panama. At the time, it was offered as a …",,"https://scholar.google.com/scholar?q=related:mlN8OFlQlogJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
4,K Gremillion,Plant domestication and cultivation in archaeology,English,2020,Archaeology,Encyclopedia of Global Archaeology,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-30018-0_70.pdf,"https://scholar.google.com/scholar?cites=12109367073135999236&as_sdt=805&sciodt=0,3&hl=en",27,2/8/2025 12:57,,10.1007/978-3-030-30018-0_70,,,,,,,4,0.8,4,1,5,The character and date of the earliest settlement of the remote Pacific Islands remains an important research objective. Tracing human origins in “Remote Oceania” reveals a series of …,,"https://scholar.google.com/scholar?q=related:BDkV4TEdDagJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,J Arneborg,Greenland: Approaches to Historical Norse Archaeology,English,2020,Archaeology,Encyclopedia of Global Archaeology,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-30018-0_1371.pdf,"https://scholar.google.com/scholar?cites=9842142379794781082&as_sdt=805&sciodt=0,3&hl=en",10,2/8/2025 12:45,,10.1007/978-3-030-30018-0_1371,,,,,,,2,0.4,2,1,5,"Garden hunting was originally proposed as an indigenous subsistence strategy associated with pre-Hispanic tropical agroforestry in western Panama. At the time, it was offered as a …",,"https://scholar.google.com/scholar?q=related:mlN8OFlQlogJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
33,"M Zaharia, A Pătrașcu, MR Gogonea, A Tănăsescu, ...",A cluster design on the influence of energy taxation in shaping the new EU-28 economic paradigm,English,2017,Sustainability,Energies,mdpi.com,https://www.mdpi.com/1996-1073/10/2/257,"https://scholar.google.com/scholar?cites=7469133831924688919&as_sdt=805&sciodt=0,3&hl=en",8,2/8/2025 16:41,HTML,,,,,,,,33,4.13,7,5,8,Environmental and energy taxation are essential components for designing global economic policies and they often contribute to achieving the sustainable economic development goals …,https://www.mdpi.com/1996-1073/10/2/257,"https://scholar.google.com/scholar?q=related:Fyi5n6Wxp2cJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
26,"I Fazey, G Leicester",Archetypes of system transition and transformation: Six lessons for stewarding change,English,2022,Sustainability,Energy Research &Social Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S2214629622001505,"https://scholar.google.com/scholar?cites=9088603741794609240&as_sdt=805&sciodt=0,3&hl=en",27,2/13/2025 9:01,HTML,,,,,,,,26,8.67,13,2,3,"Current societies cannot stay the same forever in the face of the strength of global forces like climate change. The question is thus not whether to change, but how system transitions and …",https://www.sciencedirect.com/science/article/pii/S2214629622001505,"https://scholar.google.com/scholar?q=related:WCj0HfM0IX4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
9,T Fraser,The Road More Traveled: Evacuation Networks in the US and Japan,English,2022,Environmental Science,Environment and Behavior,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/00139165221090159,"https://scholar.google.com/scholar?cites=7011457106238857590&as_sdt=805&sciodt=0,3&hl=en",16,2/8/2025 16:41,,10.1177/00139165221090159,,,,,,,9,3,9,1,3,"When crisis strikes, where do evacuees go? This question affects how policymakers and first responders allocate their time, funds, and resources after disaster. While past research …",,"https://scholar.google.com/scholar?q=related:dmFB_xazTWEJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"AI Inkani, SA Mashi, S Sani","Towards enhanced climate change adaptation: using traditional ecological knowledge to understand the environmental effects of urban growth in Abuja, Nigeria",English,2024,Environmental Science,"Environment, Development and …",Springer,https://link.springer.com/article/10.1007/s10668-024-04819-8,,82,2/9/2025 10:40,,10.1007/s10668-024-04819-8,,,,,,,0,0,0,3,1,"Urbanization is a major source of anthropogenic effects on climate change (CC) and has attracted substantial research interest. However, previous studies assessing the CC …",,"https://scholar.google.com/scholar?q=related:yo1iFmW2ln0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
44,"D Degroot, KJ Anchukaitis, JE Tierney, ...",The history of climate and society: a review of the influence of climate change on the human past,English,2022,Archaeology,Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ac8faa/meta,"https://scholar.google.com/scholar?cites=13106292016557021438&as_sdt=805&sciodt=0,3&hl=en",10,2/13/2025 9:01,HTML,10.1088/1748-9326/ac8faa,,,,,,,44,14.67,11,4,3,"Recent decades have seen the rapid expansion of scholarship that identifies societal responses to past climatic fluctuations. This fast-changing scholarship, which was recently …",https://iopscience.iop.org/article/10.1088/1748-9326/ac8faa/meta,"https://scholar.google.com/scholar?q=related:_lhrISbn4rUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"KJ Allen, F Reide, C Gouramanis, ...","Coupled insights from the palaeoenvironmental, historical and archaeological archives to support social-ecological resilience and the sustainable …",English,2022,Archaeology,Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ac6967/meta,"https://scholar.google.com/scholar?cites=10575147897697502223&as_sdt=805&sciodt=0,3&hl=en",66,2/13/2025 9:01,HTML,10.1088/1748-9326/ac6967,,,,,,,11,3.67,3,4,3,Many governments and organisations are currently aligning many aspects of their policies and practices to the sustainable development goals (SDGs). Achieving the SDGs should …,https://iopscience.iop.org/article/10.1088/1748-9326/ac6967/meta,"https://scholar.google.com/scholar?q=related:D4R6wft4wpIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
44,"D Degroot, KJ Anchukaitis, JE Tierney, ...",The history of climate and society: a review of the influence of climate change on the human past,English,2022,Archaeology,Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ac8faa/meta,"https://scholar.google.com/scholar?cites=13106292016557021438&as_sdt=805&sciodt=0,3&hl=en",12,2/9/2025 10:40,HTML,10.1088/1748-9326/ac8faa,,,,,,,44,14.67,11,4,3,"Recent decades have seen the rapid expansion of scholarship that identifies societal responses to past climatic fluctuations. This fast-changing scholarship, which was recently …",https://iopscience.iop.org/article/10.1088/1748-9326/ac8faa/meta,"https://scholar.google.com/scholar?q=related:_lhrISbn4rUJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
15,"LA Rodríguez-Cruz, N Álvarez-Berríos, ...",Social-ecological interactions in a disaster context: Puerto Rican farmer households' food security after Hurricane Maria,English,2022,Environmental Science,Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ac6004/meta,"https://scholar.google.com/scholar?cites=3755080839171143611&as_sdt=805&sciodt=0,3&hl=en",52,2/9/2025 10:40,HTML,10.1088/1748-9326/ac6004,,,,,,,15,5,5,3,3,"Islands are uniquely vulnerable to extreme weather events and food insecurity, and have additional response challenges due to their limited landmasses and economies, isolation …",https://iopscience.iop.org/article/10.1088/1748-9326/ac6004/meta,"https://scholar.google.com/scholar?q=related:u_erwSC6HDQJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"KJ Allen, F Reide, C Gouramanis, ...","Coupled insights from the palaeoenvironmental, historical and archaeological archives to support social-ecological resilience and the sustainable …",English,2022,Archaeology,Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/ac6967/meta,"https://scholar.google.com/scholar?cites=10575147897697502223&as_sdt=805&sciodt=0,3&hl=en",64,2/9/2025 10:40,HTML,10.1088/1748-9326/ac6967,,,,,,,11,3.67,3,4,3,Many governments and organisations are currently aligning many aspects of their policies and practices to the sustainable development goals (SDGs). Achieving the SDGs should …,https://iopscience.iop.org/article/10.1088/1748-9326/ac6967/meta,"https://scholar.google.com/scholar?q=related:D4R6wft4wpIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
